Name,Phone Number,Email,Credit Score,Age Group,Family Background,Income,Comments,Occupation,Lead Intent
User1175,+91-6465935854,user1175@test.com,718,51+,Married,372530,not interested,Sales Executive,0
User1176,+91-3181223332,user1176@gmail.com,361,36–50,Married with Kids,701516,,Software Engineer,1
User1177,+91-8419480642,user1177@gmail.com,444,51+,Single,246297,need more info,Retired,1
User1178,+91-3844830562,user1178@outlook.com,515,18–25,Married,509909,need more info,Business Owner,1
User1179,+91-2602933545,user1179@gmail.com,302,18–25,Married with Kids,434341,budget approved,Sales Executive,0
User1180,+91-7764425855,user1180@test.com,459,51+,Single,143021,not urgent,Lawyer,1
User1181,+91-6893874444,user1181@test.com,419,18–25,Married,481059,follow up next week,Doctor,1
User1182,+91-1113152457,user1182@yahoo.com,388,36–50,Married with Kids,249333,need more info,Lawyer,1
User1183,+91-7180889476,user1183@outlook.com,628,26–35,Married,520594,interested,Software Engineer,0
User1184,+91-3966643512,user1184@yahoo.com,656,26–35,Married with Kids,876934,interested,Retired,1
User1185,+91-2762373337,user1185@gmail.com,566,36–50,Married,186755,follow up next week,Teacher,0
User1186,+91-6766136899,user1186@gmail.com,622,26–35,Married with Kids,166330,price too high,Teacher,0
User1187,+91-8456714929,user1187@gmail.com,840,36–50,Single,802726,budget approved,Doctor,1
User1188,+91-2948332680,user1188@outlook.com,494,51+,Married,958754,not urgent,Software Engineer,1
User1189,+91-9385259751,user1189@test.com,631,26–35,Married,988750,budget approved,Doctor,1
User1190,+91-4115039365,user1190@yahoo.com,469,51+,Married with Kids,669601,urgent,Lawyer,1
User1191,+91-9865804344,user1191@gmail.com,820,51+,Single,334729,price too high,Retired,1
User1192,+91-7097714514,user1192@yahoo.com,762,36–50,Single,857071,budget approved,AccountantCivil Engineer,1
User1193,+91-7078777255,user1193@test.com,339,26–35,Married,389176,not urgent,Sales Executive,1
User1194,+91-1229534819,user1194@gmail.com,836,18–25,Married with Kids,585179,call me now,Software Engineer,0
User1195,+91-9186863056,user1195@test.com,560,18–25,Married,248430,not urgent,Doctor,1
User1196,+91-8144939732,user1196@outlook.com,694,18–25,Married with Kids,948142,urgent,Business Owner,1
User1197,+91-6668101093,user1197@yahoo.com,525,18–25,Single,457470,follow up next week,Business Owner,0
User1198,+91-4610156732,user1198@gmail.com,423,36–50,Married,448301,interested,Software Engineer,0
User1199,+91-4496346911,user1199@yahoo.com,337,51+,Married with Kids,542037,need more info,Retired,0
User1200,+91-4715157014,user1200@gmail.com,627,26–35,Single,128365,,Software Engineer,1
User1201,+91-7800217582,user1201@gmail.com,550,36–50,Married with Kids,375333,budget approved,Business Owner,1
User1202,+91-8576391605,user1202@outlook.com,475,18–25,Married,569965,not interested,Teacher,0
User1203,+91-0948987759,user1203@yahoo.com,753,26–35,Married with Kids,631536,price too high,Retired,0
User1204,+91-9404031993,user1204@outlook.com,336,36–50,Married,104369,interested,Retired,1
User1205,+91-5157636747,user1205@test.com,615,51+,Single,556979,interested,Retired,0
User1206,+91-6688333459,user1206@test.com,413,18–25,Married with Kids,915037,follow up next week,Lawyer,1
User1207,+91-6225716803,user1207@gmail.com,339,26–35,Single,936048,interested,Sales Executive,0
User1208,+91-9631890359,user1208@outlook.com,600,26–35,Single,547695,not interested,Teacher,1
User1209,+91-5186431876,user1209@yahoo.com,523,18–25,Married,465863,follow up next week,Doctor,0
User1210,+91-8845425893,user1210@test.com,617,51+,Married,271955,call me now,Sales Executive,1
User1211,+91-1089185250,user1211@outlook.com,648,18–25,Single,657343,not urgent,Software Engineer,0
User1212,+91-8151964526,user1212@test.com,414,51+,Married,824091,interested,Business Owner,0
User1213,+91-9516346631,user1213@gmail.com,622,26–35,Single,478824,interested,Teacher,1
User1214,+91-0608822428,user1214@gmail.com,339,18–25,Married,369594,not interested,Student,0
User1215,+91-2091189812,user1215@test.com,339,51+,Married,233997,,AccountantCivil Engineer,1
User1216,+91-9529764794,user1216@gmail.com,588,51+,Married with Kids,573267,urgent,Business Owner,0
User1217,+91-8235852057,user1217@yahoo.com,561,36–50,Married with Kids,150272,interested,Student,1
User1218,+91-1049536314,user1218@test.com,515,51+,Married,105310,price too high,Doctor,1
User1219,+91-4425613425,user1219@test.com,446,18–25,Single,131817,price too high,Sales Executive,1
User1220,+91-1801904306,user1220@outlook.com,635,18–25,Single,608350,not interested,Retired,0
User1221,+91-8614530587,user1221@gmail.com,467,51+,Single,586160,follow up next week,Lawyer,0
User1222,+91-8375388976,user1222@test.com,391,18–25,Married,537744,not interested,Business Owner,1
User1223,+91-5717604114,user1223@yahoo.com,652,26–35,Married,840176,interested,Software Engineer,1
User1224,+91-9669980062,user1224@yahoo.com,662,26–35,Single,182641,urgent,Business Owner,1
User1225,+91-8058672529,user1225@yahoo.com,644,18–25,Married with Kids,839443,budget approved,Retired,0
User1226,+91-7721424180,user1226@outlook.com,469,51+,Married with Kids,831670,follow up next week,Student,1
User1227,+91-0605203586,user1227@gmail.com,655,26–35,Single,639745,not interested,Lawyer,1
User1228,+91-1782736540,user1228@outlook.com,490,51+,Married,142311,need more info,Doctor,0
User1229,+91-0702358461,user1229@outlook.com,721,18–25,Married,251958,urgent,Business Owner,0
User1230,+91-1868127223,user1230@test.com,306,36–50,Single,570328,interested,Software Engineer,0
User1231,+91-3490179249,user1231@test.com,432,26–35,Married with Kids,544093,follow up next week,Student,1
User1232,+91-9819303445,user1232@outlook.com,330,18–25,Single,747861,need more info,Software Engineer,1
User1233,+91-0689666639,user1233@test.com,834,26–35,Single,459571,need more info,Business Owner,1
User1234,+91-3762155030,user1234@outlook.com,725,51+,Single,922613,interested,Sales Executive,0
User1235,+91-8132481219,user1235@yahoo.com,693,36–50,Married with Kids,264334,interested,Student,1
User1236,+91-6322480187,user1236@yahoo.com,662,36–50,Single,493238,not urgent,Sales Executive,1
User1237,+91-0722723670,user1237@yahoo.com,736,18–25,Married with Kids,887560,need more info,AccountantCivil Engineer,0
User1238,+91-4980278546,user1238@yahoo.com,850,26–35,Married,703810,need more info,Retired,1
User1239,+91-6606207564,user1239@test.com,381,36–50,Married with Kids,263394,budget approved,Lawyer,0
User1240,+91-5778821998,user1240@outlook.com,655,26–35,Married with Kids,148929,price too high,Business Owner,0
User1241,+91-6213678003,user1241@test.com,557,51+,Single,705984,budget approved,Sales Executive,0
User1242,+91-5868127835,user1242@test.com,823,51+,Married,477389,budget approved,Sales Executive,1
User1243,+91-1355240071,user1243@test.com,594,18–25,Single,896240,not urgent,AccountantCivil Engineer,0
User1244,+91-7561556419,user1244@gmail.com,523,36–50,Married with Kids,719436,urgent,Teacher,0
User1245,+91-2265265323,user1245@yahoo.com,824,36–50,Married with Kids,546098,interested,Lawyer,1
User1246,+91-6842772262,user1246@gmail.com,345,26–35,Single,908157,call me now,Software Engineer,1
User1247,+91-7054796361,user1247@gmail.com,412,51+,Married,434678,,Retired,0
User1248,+91-0941714055,user1248@gmail.com,532,36–50,Married with Kids,402094,not interested,Retired,1
User1249,+91-6957728464,user1249@outlook.com,316,18–25,Married with Kids,844314,follow up next week,Student,0
User1250,+91-8883196080,user1250@test.com,659,18–25,Married with Kids,183576,price too high,Lawyer,1
User1251,+91-9428278390,user1251@gmail.com,522,36–50,Married,120557,call me now,AccountantCivil Engineer,1
User1252,+91-7072764289,user1252@gmail.com,747,18–25,Single,646113,need more info,Software Engineer,0
User1253,+91-5635494244,user1253@yahoo.com,664,36–50,Married,371142,follow up next week,Lawyer,0
User1254,+91-5401767519,user1254@outlook.com,625,36–50,Married,136080,follow up next week,Lawyer,1
User1255,+91-1973678868,user1255@outlook.com,766,36–50,Married with Kids,883103,not urgent,AccountantCivil Engineer,0
User1256,+91-5056253358,user1256@yahoo.com,713,36–50,Married,288869,not interested,Teacher,0
User1257,+91-7367865382,user1257@yahoo.com,754,26–35,Married with Kids,771162,not urgent,Teacher,0
User1258,+91-1172905623,user1258@outlook.com,532,36–50,Married,593844,call me now,Teacher,0
User1259,+91-0629964106,user1259@test.com,523,18–25,Married,666695,price too high,Student,0
User1260,+91-4969223517,user1260@yahoo.com,711,51+,Single,220283,not urgent,Teacher,0
User1261,+91-2219453269,user1261@yahoo.com,634,26–35,Married,113338,price too high,Sales Executive,1
User1262,+91-8741599773,user1262@yahoo.com,521,51+,Single,700577,not interested,Teacher,1
User1263,+91-9915692137,user1263@gmail.com,336,51+,Married with Kids,564736,interested,Student,1
User1264,+91-2422748955,user1264@yahoo.com,577,51+,Married with Kids,774255,budget approved,Software Engineer,1
User1265,+91-1936130769,user1265@outlook.com,495,51+,Single,278982,budget approved,Teacher,1
User1266,+91-2449347056,user1266@gmail.com,783,51+,Married with Kids,209367,follow up next week,AccountantCivil Engineer,1
User1267,+91-6432440753,user1267@test.com,541,18–25,Married with Kids,428042,follow up next week,Sales Executive,0
User1268,+91-0512391616,user1268@test.com,623,36–50,Married,741774,,Retired,1
User1269,+91-1702292557,user1269@outlook.com,491,18–25,Single,448684,price too high,Sales Executive,0
User1270,+91-9639744136,user1270@yahoo.com,316,26–35,Married with Kids,594775,not urgent,Student,0
User1271,+91-5081835710,user1271@test.com,823,18–25,Single,838497,call me now,Business Owner,1
User1272,+91-3775548845,user1272@yahoo.com,700,26–35,Married,543853,,Software Engineer,1
User1273,+91-5729517867,user1273@outlook.com,321,36–50,Married with Kids,880343,price too high,Teacher,1
User1274,+91-9970146384,user1274@gmail.com,773,51+,Married with Kids,760709,not interested,Lawyer,0
User1275,+91-9399636733,user1275@outlook.com,419,36–50,Single,926395,not urgent,Software Engineer,1
User1276,+91-5360614015,user1276@yahoo.com,509,18–25,Married with Kids,500966,not interested,Student,1
User1277,+91-4666103136,user1277@outlook.com,605,18–25,Single,457073,not interested,Lawyer,0
User1278,+91-3603351539,user1278@test.com,569,36–50,Married with Kids,777823,call me now,Business Owner,1
User1279,+91-0535085154,user1279@yahoo.com,584,36–50,Married,699223,price too high,Business Owner,1
User1280,+91-4821914381,user1280@yahoo.com,526,18–25,Married,814152,,Student,1
User1281,+91-3334470456,user1281@outlook.com,680,36–50,Single,900118,follow up next week,Retired,1
User1282,+91-8993022138,user1282@test.com,759,26–35,Married with Kids,599555,interested,Retired,1
User1283,+91-1425619722,user1283@test.com,306,26–35,Married with Kids,163528,urgent,Business Owner,0
User1284,+91-6714188353,user1284@outlook.com,328,18–25,Single,724099,follow up next week,Retired,1
User1285,+91-9270774702,user1285@outlook.com,332,18–25,Married,608907,urgent,AccountantCivil Engineer,1
User1286,+91-9082116477,user1286@test.com,378,36–50,Married,384931,call me now,Lawyer,0
User1287,+91-8162834959,user1287@outlook.com,758,36–50,Married,477757,not urgent,Doctor,0
User1288,+91-5359191294,user1288@outlook.com,837,51+,Single,812787,,Sales Executive,0
User1289,+91-2303765954,user1289@outlook.com,781,26–35,Married,884429,need more info,Retired,0
User1290,+91-4535337669,user1290@test.com,729,18–25,Single,204887,price too high,Lawyer,1
User1291,+91-5880548819,user1291@outlook.com,584,18–25,Married,161086,need more info,Teacher,1
User1292,+91-2932540758,user1292@outlook.com,815,18–25,Married,988663,call me now,Doctor,1
User1293,+91-4865075704,user1293@gmail.com,398,18–25,Single,355494,price too high,Doctor,0
User1294,+91-4977634231,user1294@outlook.com,696,51+,Married with Kids,608889,budget approved,Teacher,0
User1295,+91-3910541430,user1295@outlook.com,788,26–35,Married with Kids,687596,follow up next week,Retired,1
User1296,+91-9046945771,user1296@yahoo.com,338,51+,Married with Kids,377941,price too high,Lawyer,1
User1297,+91-7197668353,user1297@outlook.com,570,26–35,Married,367446,,Doctor,1
User1298,+91-0651482903,user1298@test.com,456,18–25,Married,556388,need more info,Sales Executive,0
User1299,+91-1260739171,user1299@outlook.com,374,26–35,Married with Kids,662347,urgent,Student,1
User1300,+91-0815317735,user1300@gmail.com,429,18–25,Married,231980,need more info,Student,1
User1301,+91-4174415702,user1301@test.com,383,51+,Married,815612,budget approved,Sales Executive,0
User1302,+91-4486803196,user1302@gmail.com,321,26–35,Married with Kids,573875,call me now,AccountantCivil Engineer,1
User1303,+91-6118781489,user1303@test.com,758,36–50,Single,243949,budget approved,Business Owner,0
User1304,+91-7790649569,user1304@yahoo.com,838,26–35,Married with Kids,376383,call me now,Doctor,1
User1305,+91-0878243534,user1305@outlook.com,681,18–25,Married with Kids,127313,urgent,Teacher,0
User1306,+91-6143594579,user1306@test.com,739,36–50,Single,142103,need more info,Student,1
User1307,+91-7341135344,user1307@test.com,320,18–25,Married,279480,,Retired,1
User1308,+91-1404372883,user1308@outlook.com,602,36–50,Married with Kids,576467,urgent,Sales Executive,0
User1309,+91-9472242180,user1309@gmail.com,383,36–50,Married with Kids,188771,not interested,Lawyer,1
User1310,+91-5269775099,user1310@yahoo.com,752,26–35,Married,226228,budget approved,Sales Executive,1
User1311,+91-5887056795,user1311@gmail.com,686,26–35,Married,191665,interested,Business Owner,0
User1312,+91-3829990004,user1312@yahoo.com,806,36–50,Single,896966,budget approved,Student,0
User1313,+91-8821768506,user1313@yahoo.com,556,36–50,Married,929492,not interested,Doctor,0
User1314,+91-3444117538,user1314@yahoo.com,826,36–50,Married with Kids,903621,budget approved,Sales Executive,1
User1315,+91-3180452134,user1315@test.com,461,18–25,Married,710355,urgent,Sales Executive,1
User1316,+91-7607616008,user1316@gmail.com,462,26–35,Married,897399,not urgent,Business Owner,0
User1317,+91-4262710523,user1317@test.com,823,18–25,Single,837351,call me now,Lawyer,0
User1318,+91-6334539714,user1318@yahoo.com,570,26–35,Single,951995,need more info,Sales Executive,1
User1319,+91-7027633841,user1319@outlook.com,791,51+,Married with Kids,370804,call me now,Teacher,0
User1320,+91-8945643890,user1320@gmail.com,507,18–25,Married with Kids,480815,call me now,Student,1
User1321,+91-4379774649,user1321@yahoo.com,838,26–35,Married,584091,budget approved,Doctor,1
User1322,+91-4642091531,user1322@gmail.com,359,36–50,Married with Kids,229909,interested,Retired,1
User1323,+91-4226854894,user1323@gmail.com,729,36–50,Married with Kids,533039,follow up next week,Student,0
User1324,+91-8626055707,user1324@yahoo.com,608,26–35,Married,549058,follow up next week,Sales Executive,0
